UNIVERSE,MONTH,YEAR,AGE,TOT_POP,TOT_MALE,TOT_FEMALE,WA_MALE,WA_FEMALE,BA_MALE,BA_FEMALE,IA_MALE,IA_FEMALE,AA_MALE,AA_FEMALE,NA_MALE,NA_FEMALE,TOM_MALE,TOM_FEMALE,WAC_MALE,WAC_FEMALE,BAC_MALE,BAC_FEMALE,IAC_MALE,IAC_FEMALE,AAC_MALE,AAC_FEMALE,NAC_MALE,NAC_FEMALE,NH_MALE,NH_FEMALE,NHWA_MALE,NHWA_FEMALE,NHBA_MALE,NHBA_FEMALE,NHIA_MALE,NHIA_FEMALE,NHAA_MALE,NHAA_FEMALE,NHNA_MALE,NHNA_FEMALE,NHTOM_MALE,NHTOM_FEMALE,NHWAC_MALE,NHWAC_FEMALE,NHBAC_MALE,NHBAC_FEMALE,NHIAC_MALE,NHIAC_FEMALE,NHAAC_MALE,NHAAC_FEMALE,NHNAC_MALE,NHNAC_FEMALE,H_MALE,H_FEMALE,HWA_MALE,HWA_FEMALE,HBA_MALE,HBA_FEMALE,HIA_MALE,HIA_FEMALE,HAA_MALE,HAA_FEMALE,HNA_MALE,HNA_FEMALE,HTOM_MALE,HTOM_FEMALE,HWAC_MALE,HWAC_FEMALE,HBAC_MALE,HBAC_FEMALE,HIAC_MALE,HIAC_FEMALE,HAAC_MALE,HAAC_FEMALE,HNAC_MALE,HNAC_FEMALE
R,2,2024,73,2962063,1364419,1597644,1137676,1294074,129752,180027,11880,13724,68138,90280,2193,2381,14780,17158,1149997,1308016,133392,185077,20484,23827,72750,95401,3908,4386,1237153,1443451,1022559,1154771,124406,173262,8641,10088,67048,88903,1872,2029,12627,14398,1033002,1166331,127110,177080,16098,18737,71200,93384,3407,3763,127266,154193,115117,139303,5346,6765,3239,3636,1090,1377,321,352,2153,2760,116995,141685,6282,7997,4386,5090,1550,2017,501,623
R,2,2024,74,2850020,1309007,1541013,1096128,1254207,119544,168832,11210,12805,66256,86558,2139,2392,13730,16219,1107547,1267413,122884,173583,19416,22457,70408,91192,3767,4276,1191911,1397824,989984,1124567,114772,162583,8236,9602,65313,85334,1819,2030,11787,13708,999733,1135602,117333,166210,15346,17961,69024,89407,3259,3692,117096,143189,106144,129640,4772,6249,2974,3203,943,1224,320,362,1943,2511,107814,131811,5551,7373,4070,4496,1384,1785,508,584
R,2,2024,75,2761547,1264227,1497320,1066245,1229736,110366,157732,10452,12076,62349,80133,1989,2266,12826,15377,1076892,1242394,113470,162141,18130,21285,66250,84496,3478,3986,1156878,1363408,968842,1108307,106028,152056,7793,9105,61457,78968,1704,1949,11054,13023,977954,1118921,108410,155413,14501,17134,64952,82789,3028,3453,107349,133912,97403,121429,4338,5676,2659,2971,892,1165,285,317,1772,2354,98938,123473,5060,6728,3629,4151,1298,1707,450,533
R,2,2024,76,2762789,1264164,1498625,1081495,1251107,100983,145411,9892,11307,57471,73720,1829,2039,12494,15041,1091974,1263588,103987,149609,17544,20513,61046,77870,3269,3708,1162424,1371390,989055,1135423,97001,140080,7342,8615,56646,72671,1584,1757,10796,12844,998048,1145969,99295,143335,14076,16654,59832,76348,2881,3243,101740,127235,92440,115684,3982,5331,2550,2692,825,1049,245,282,1698,2197,93926,117619,4692,6274,3468,3859,1214,1522,388,465
R,2,2024,77,2520550,1153852,1366698,991301,1145736,88199,127946,9032,10293,52427,67414,1633,1778,11260,13531,1000837,1157004,90796,131626,15924,18460,55614,71193,2944,3320,1061885,1249936,907555,1039550,84629,123019,6779,7908,51767,66413,1409,1527,9746,11519,915779,1049048,86612,125833,12868,15015,54603,69764,2566,2900,91967,116762,83746,106186,3570,4927,2253,2385,660,1001,224,251,1514,2012,85058,107956,4184,5793,3056,3445,1011,1429,378,420
R,2,2024,78,1893025,845195,1047830,715338,865674,69655,106006,6950,8294,43085,55424,1405,1611,8762,10821,722626,874613,71735,108976,12140,14641,45748,58596,2514,2909,768753,946110,645709,773071,66653,101737,5130,6211,42485,54601,1225,1390,7551,9100,651943,780518,68232,103959,9672,11657,44872,57380,2208,2544,76442,101720,69629,92603,3002,4269,1820,2083,600,823,180,221,1211,1721,70683,94095,3503,5017,2468,2984,876,1216,306,365
R,2,2024,79,1829662,812135,1017527,690798,844222,64816,100459,6488,7876,40449,52953,1225,1468,8359,10549,697839,852952,66776,103424,11457,14130,42900,55970,2299,2747,742861,923998,627602,758915,62133,96703,4891,5947,39918,52179,1065,1269,7252,8985,633666,766294,63630,98961,9297,11401,42116,54840,2034,2411,69274,93529,63196,85307,2683,3756,1597,1929,531,774,160,199,1107,1564,64173,86658,3146,4463,2160,2729,784,1130,265,336
R,2,2024,80,1785724,785173,1000551,674782,841522,59285,93794,5881,7359,36548,46726,1109,1228,7568,9922,681190,849798,60914,96499,10538,13336,38692,49439,2085,2417,722970,913717,617916,762167,56852,90349,4506,5651,36072,46044,981,1072,6643,8434,623529,769149,58120,92400,8671,10865,37996,48430,1857,2133,62203,86834,56866,79355,2433,3445,1375,1708,476,682,128,156,925,1488,57661,80649,2794,4099,1867,2471,696,1009,228,284
R,2,2024,81,1673120,728737,944383,627030,795217,53897,87548,5384,6714,34520,44749,934,1182,6972,8973,632904,802691,55529,89981,9685,12221,36451,47173,1750,2188,672763,863322,575826,721228,51679,84193,4222,5105,34112,44127,818,1005,6106,7664,580959,727578,52947,86035,8085,9947,35834,46258,1534,1904,55974,81061,51204,73989,2218,3355,1162,1609,408,622,116,177,866,1309,51945,75113,2582,3946,1600,2274,617,915,216,284
R,2,2024,82,1399335,600274,799061,513732,669046,45119,75631,4687,5772,29901,39752,828,1005,6007,7855,518758,675582,46503,77749,8304,10537,31668,41926,1556,1897,551547,729268,469162,605027,43242,72941,3638,4459,29533,39210,729,847,5243,6784,473533,610638,44308,74587,6867,8669,31113,41129,1380,1647,48727,69793,44570,64019,1877,2690,1049,1313,368,542,99,158,764,1071,45225,64944,2195,3162,1437,1868,555,797,176,250
R,2,2024,83,1240912,523903,717009,445388,597593,39963,68999,4167,5327,28243,37169,763,924,5379,6997,449900,603392,41153,70898,7398,9495,29889,39179,1429,1753,479060,651134,404303,537237,38234,66356,3226,4127,27909,36657,673,778,4715,5979,408250,542152,39152,67809,6102,7769,29385,38433,1269,1513,44843,65875,41085,60356,1729,2643,941,1200,334,512,90,146,664,1018,41650,61240,2001,3089,1296,1726,504,746,160,240
R,2,2024,84,1094683,454570,640113,385626,532298,34922,62231,3573,4748,25024,33402,662,895,4763,6539,389647,537727,35996,64021,6362,8628,26485,35248,1247,1688,415071,580707,349494,477937,33354,59823,2771,3662,24709,32938,575,744,4168,5603,352996,482572,34184,61177,5253,7071,26033,34567,1103,1442,39499,59406,36132,54361,1568,2408,802,1086,315,464,87,151,595,936,36651,55155,1812,2844,1109,1557,452,681,144,246
R,2,2024,85,1007344,412571,594773,351922,498612,30439,55586,3215,4343,22290,29769,551,757,4154,5706,355434,503379,31379,57110,5728,7724,23523,31399,1030,1434,377445,540322,319687,448729,29097,53383,2523,3349,22034,29370,472,636,3632,4855,322740,452760,29817,54535,4760,6303,23144,30797,908,1218,35126,54451,32235,49883,1342,2203,692,994,256,399,79,121,522,851,32694,50619,1562,2575,968,1421,379,602,122,216
R,2,2024,86,880629,354492,526137,301284,439333,26377,49721,2769,3849,19848,27452,511,708,3703,5074,304432,443569,27247,51121,4956,6778,20965,28908,939,1325,323830,477942,273120,395185,25237,47764,2161,2999,19625,27084,438,589,3249,4321,275878,398760,25909,48828,4118,5566,20632,28368,814,1134,30662,48195,28164,44148,1140,1957,608,850,223,368,73,119,454,753,28554,44809,1338,2293,838,1212,333,540,125,191
R,2,2024,87,763680,301046,462634,256016,387084,21897,43042,2347,3344,17187,24099,433,583,3166,4482,258702,390809,22596,44269,4173,5941,18201,25408,811,1110,274428,419744,231498,347625,20869,41382,1866,2589,17006,23777,381,504,2808,3867,233868,350821,21411,42336,3515,4872,17934,24947,726,969,26618,42890,24518,39459,1028,1660,481,755,181,322,52,79,358,615,24834,39988,1185,1933,658,1069,267,461,85,141
R,2,2024,88,672486,259512,412974,220232,344473,19274,38997,2029,3021,14875,21851,382,523,2720,4109,222503,347885,19900,40104,3595,5394,15726,23055,738,994,236435,374919,198984,309522,18387,37514,1607,2332,14719,21566,340,440,2398,3545,200984,312445,18877,38383,3016,4418,15488,22633,655,863,23077,38055,21248,34951,887,1483,422,689,156,285,42,83,322,564,21519,35440,1023,1721,579,976,238,422,83,131
R,2,2024,89,580321,218843,361478,186048,302932,15817,33441,1677,2551,12633,18575,326,436,2342,3543,188046,305868,16343,34409,3003,4593,13375,19654,627,859,199668,328747,168310,272790,15139,32199,1334,1963,12495,18333,289,374,2101,3088,170100,275339,15569,32966,2542,3774,13160,19298,565,750,19175,32731,17738,30142,678,1242,343,588,138,242,37,62,241,455,17946,30529,774,1443,461,819,215,356,62,109
R,2,2024,90,476932,175515,301417,148988,251577,12450,27814,1358,2066,10511,16576,286,376,1922,3008,150620,254080,12878,28616,2438,3778,11151,17483,524,760,160197,274173,134847,226448,11910,26776,1080,1612,10401,16374,249,334,1710,2629,136301,228627,12252,27412,2056,3141,10981,17191,460,673,15318,27244,14141,25129,540,1038,278,454,110,202,37,42,212,379,14319,25453,626,1204,382,637,170,292,64,87
R,2,2024,91,421284,150457,270827,127613,226185,10707,24849,1169,1898,9092,14937,227,330,1649,2628,128997,228373,11093,25580,2072,3397,9645,15698,441,669,137675,247171,115789,204352,10245,23938,934,1511,9002,14768,208,290,1497,2312,117040,206267,10564,24537,1762,2864,9513,15443,408,593,12782,23656,11824,21833,462,911,235,387,90,169,19,40,152,316,11957,22106,529,1043,310,533,132,255,33,76
R,2,2024,92,347167,120206,226961,103289,191986,7489,18812,876,1494,7090,12177,179,261,1283,2231,104384,193847,7793,19409,1583,2780,7514,12819,347,544,109930,207615,93704,174048,7185,18136,706,1182,7028,12057,156,234,1151,1958,94683,175674,7441,18617,1341,2327,7417,12641,303,484,10276,19346,9585,17938,304,676,170,312,62,120,23,27,132,273,9701,18173,352,792,242,453,97,178,44,60
R,2,2024,93,296404,99159,197245,84427,165912,6341,16398,753,1326,6331,11394,163,241,1144,1974,85389,167566,6599,16942,1384,2433,6723,11990,314,482,90568,180113,76460,150039,6052,15803,599,1040,6281,11286,147,208,1029,1737,77327,151486,6263,16235,1170,2034,6638,11819,284,429,8591,17132,7967,15873,289,595,154,286,50,108,16,33,115,237,8062,16080,336,707,214,399,85,171,30,53
R,2,2024,94,229371,73476,155895,62333,130758,4746,13292,596,1033,4809,9065,123,200,869,1547,63071,132032,4954,13734,1085,1908,5086,9514,241,399,67115,142777,56426,118614,4543,12828,487,829,4773,8963,112,179,774,1364,57084,119736,4712,13185,928,1617,5020,9361,215,352,6361,13118,5907,12144,203,464,109,204,36,102,11,21,95,183,5987,12296,242,549,157,291,66,153,26,47
R,2,2024,95,183305,56206,127099,47756,106738,3473,10506,450,832,3745,7499,84,167,698,1357,48333,107862,3644,10898,846,1605,3972,7891,175,345,51522,116801,43401,97253,3324,10122,370,661,3719,7420,78,146,630,1199,43923,98239,3468,10444,732,1362,3925,7773,156,305,4684,10298,4355,9485,149,384,80,171,26,79,6,21,68,158,4410,9623,176,454,114,243,47,118,19,40
R,2,2024,96,141186,41275,99911,34801,83787,2564,8259,331,676,2972,5999,60,119,547,1071,35264,84675,2685,8539,629,1306,3154,6298,137,270,38037,92269,31780,76724,2469,7985,275,548,2954,5942,54,106,505,964,32206,77521,2575,8219,552,1126,3125,6215,125,241,3238,7642,3021,7063,95,274,56,128,18,57,6,13,42,107,3058,7154,110,320,77,180,29,83,12,29
R,2,2024,97,102525,28533,73992,23880,61784,1774,6048,240,524,2194,4713,42,100,403,823,24219,62473,1872,6289,466,985,2323,4943,99,204,26286,68414,21800,56633,1697,5838,209,435,2178,4674,38,91,364,743,22107,57250,1778,6044,416,855,2295,4884,85,186,2247,5578,2080,5151,77,210,31,89,16,39,4,9,39,80,2112,5223,94,245,50,130,28,59,14,18
R,2,2024,98,74678,19784,54894,16329,45531,1261,4523,172,369,1693,3745,27,71,302,655,16579,46069,1343,4715,335,746,1791,3927,71,154,18286,50945,14939,41876,1218,4375,146,314,1684,3718,24,64,275,598,15165,42367,1287,4544,296,666,1774,3881,63,137,1498,3949,1390,3655,43,148,26,55,9,27,3,7,27,57,1414,3702,56,171,39,80,17,46,8,17
R,2,2024,99,53022,13335,39687,10936,32860,813,3186,121,300,1241,2783,23,62,201,496,11098,33266,867,3340,232,581,1314,2922,52,130,12392,37000,10062,30378,785,3089,105,255,1235,2767,21,57,184,454,10211,30753,830,3222,210,518,1301,2890,47,116,943,2687,874,2482,28,97,16,45,6,16,2,5,17,42,887,2513,37,118,22,63,13,32,5,14
R,2,2024,100,88938,20072,68866,15492,54922,1294,5821,220,569,2598,6398,42,123,426,1033,15838,55748,1420,6167,448,1147,2748,6684,106,273,18680,64633,14222,51011,1245,5665,198,511,2583,6370,38,115,394,961,14544,51778,1357,5980,409,1054,2723,6635,94,255,1392,4233,1270,3911,49,156,22,58,15,28,4,8,32,72,1294,3970,63,187,39,93,25,49,12,18
R,3,2024,999,336115348,166321188,169794160,125775588,126666214,22126229,23891118,2291173,2246731,10445513,11265960,462078,449903,5220607,5274234,130449794,131364602,24551954,26384660,3737519,3749534,12398525,13202815,907022,896347,132943976,137141324,96802648,98365062,20392401,22115522,1202942,1236804,10087599,10910177,330618,326158,4127768,4187601,100498793,102093903,22292541,24078360,2207861,2302556,11739988,12547990,677157,675547,33377212,32652836,28972940,28301152,1733828,1775596,1088231,1009927,357914,355783,131460,123745,1092839,1086633,29951001,29270699,2259413,2306300,1529658,1446978,658537,654825,229865,220800
R,3,2024,0,3650330,1865220,1785110,1287366,1228266,302587,294451,33987,32597,107190,101296,7352,6927,126738,121573,1403924,1340051,372750,361891,57659,55377,153988,146028,16052,15194,1354215,1292189,874390,829536,263620,256659,12328,11733,99337,93916,4073,3918,100467,96427,967321,918703,320067,310949,27234,26103,137959,130863,10367,9914,511005,492921,412976,398730,38967,37792,21659,20864,7853,7380,3279,3009,26271,25146,436603,421348,52683,50942,30425,29274,16029,15165,5685,5280
R,3,2024,1,3672796,1876357,1796439,1292759,1233414,303789,295931,34366,33001,110731,104858,7453,7027,127259,122208,1409785,1345765,374145,363594,58135,55904,157818,149944,16184,15337,1360200,1298550,875634,830772,264477,257831,12335,11731,102813,97379,4160,3983,100781,96854,968839,920313,320993,312231,27258,26131,141693,134649,10477,10012,516157,497889,417125,402642,39312,38100,22031,21270,7918,7479,3293,3044,26478,25354,440946,425452,53152,51363,30877,29773,16125,15295,5707,5325
R,3,2024,2,3719753,1900459,1819294,1307012,1246573,306981,299008,35143,33741,114597,108782,7568,7183,129158,124007,1425777,1360566,378307,367596,59243,56967,162474,154615,16424,15605,1378403,1315880,885721,840071,267084,260373,12520,11940,106560,101143,4254,4080,102264,98273,980285,930911,324334,315487,27629,26529,146131,139068,10667,10198,522056,503414,421291,406502,39897,38635,22623,21801,8037,7639,3314,3103,26894,25734,445492,429655,53973,52109,31614,30438,16343,15547,5757,5407
R,3,2024,3,3632208,1856644,1775564,1269666,1210185,305614,296877,34659,33282,115388,109199,6998,6577,124319,119444,1383990,1320001,374290,362977,57807,55590,161490,153363,15503,14684,1352675,1290484,861490,817155,268115,260670,12588,12159,107724,101769,4238,3921,98520,94810,952590,904799,323254,313848,27118,26204,145890,138381,10407,9826,503969,485080,408176,393030,37499,36207,22071,21123,7664,7430,2760,2656,25799,24634,431400,415202,51036,49129,30689,29386,15600,14982,5096,4858
R,3,2024,4,3793018,1937851,1855167,1342421,1281629,304583,296610,36731,35203,121137,114597,7336,6917,125643,120211,1457936,1392137,373973,363150,60011,57629,167842,159043,15942,15065,1427966,1363906,927749,881630,268392,261764,14045,13597,113158,106978,4544,4266,100078,95671,1020230,970020,324314,315382,28815,27805,152042,143964,10885,10268,509885,491261,414672,399999,36191,34846,22686,21606,7979,7619,2792,2651,25565,24540,437706,422117,49659,47768,31196,29824,15800,15079,5057,4797
R,3,2024,5,3839108,1960951,1878157,1359595,1298169,306762,299832,36928,35280,123812,116893,7467,7006,126387,120977,1475762,1409349,376415,366677,60425,57927,170869,161664,16139,15221,1444842,1379853,939332,891777,270297,264543,14216,13806,115750,109198,4632,4337,100615,96192,1032279,980625,326344,318335,29115,28143,154967,146450,11033,10384,516109,498304,420263,406392,36465,35289,22712,21474,8062,7695,2835,2669,25772,24785,443483,428724,50071,48342,31310,29784,15902,15214,5106,4837
R,3,2024,6,3930670,2010295,1920375,1392930,1327421,314058,305979,37613,35316,129734,121863,7571,7142,128389,122654,1510885,1440126,384397,373659,61616,58377,177770,167242,16448,15515,1483644,1413373,961069,911218,278687,271633,14751,14090,121822,114294,4816,4490,102499,97648,1055681,1001371,335469,326194,30049,28741,161986,152099,11404,10657,526651,507002,431861,416203,35371,34346,22862,21226,7912,7569,2755,2652,25890,25006,455204,438755,48928,47465,31567,29636,15784,15143,5044,4858
R,3,2024,7,4027820,2060366,1967454,1436801,1367458,314251,306918,36693,35574,135094,126482,7691,7279,129836,123743,1556044,1481199,384511,374483,61237,59109,184276,172635,16823,15824,1522496,1449662,992217,939769,278888,272646,15624,15000,127183,118993,4953,4620,103631,98634,1087811,1030850,335470,327110,31367,30041,168379,157537,11764,10946,537870,517792,444584,427689,35363,34272,21069,20574,7911,7489,2738,2659,26205,25109,468233,450349,49041,47373,29870,29068,15897,15098,5059,4878
R,3,2024,8,4098820,2094720,2004100,1473018,1403392,317363,310231,36080,34840,130829,123668,7503,7263,129927,124706,1592458,1518030,387559,378257,61001,58702,179685,170047,16617,15888,1548157,1477954,1018202,966003,282604,276296,16041,15321,122934,116243,4740,4614,103636,99477,1113912,1057887,339186,331185,32053,30636,163766,154975,11503,11013,546563,526146,454816,437389,34759,33935,20039,19519,7895,7425,2763,2649,26291,25229,478546,460143,48373,47072,28948,28066,15919,15072,5114,4875
R,3,2024,9,4123826,2106406,2017420,1478650,1410735,320798,313405,36099,35185,133895,126744,7371,7269,129593,124082,1597761,1524765,390682,380855,61013,59085,182707,172974,16515,15915,1564101,1492830,1027378,974585,285525,279118,16339,15776,126425,119512,4775,4688,103659,99151,1123076,1066122,341890,333601,32473,31182,167395,158216,11619,11159,542305,524590,451272,436150,35273,34287,19760,19409,7470,7232,2596,2581,25934,24931,474685,458643,48792,47254,28540,27903,15312,14758,4896,4756
R,3,2024,10,4089423,2094336,1995087,1473783,1398766,321148,311496,36404,35025,128475,121273,7028,6748,127498,121779,1590941,1510620,389706,377986,61176,58643,176440,166322,16141,15274,1555436,1478508,1024951,968810,285989,277605,16716,15943,121317,114523,4584,4376,101879,97251,1119011,1058544,341264,331340,32811,31236,161468,152139,11335,10676,538900,516579,448832,429956,35159,33891,19688,19082,7158,6750,2444,2372,25619,24528,471930,452076,48442,46646,28365,27407,14972,14183,4806,4598
R,3,2024,11,4101284,2095074,2006210,1472988,1406651,319538,311069,36035,34948,133090,125745,7177,6931,126246,120866,1588870,1517573,386868,376296,60637,58632,181124,171000,16361,15599,1556930,1486185,1023306,972485,285240,277818,16756,16075,126044,118885,4712,4485,100872,96437,1116298,1061392,339439,330374,32732,31435,166359,156723,11542,10895,538144,520025,449682,434166,34298,33251,19279,18873,7046,6860,2465,2446,25374,24429,472572,456181,47429,45922,27905,27197,14765,14277,4819,4704
R,3,2024,12,4116871,2109826,2007045,1492826,1416301,321738,310800,37023,35327,126131,119107,6872,6647,125236,118863,1607811,1525405,388900,374884,61832,58978,173106,163352,15893,15177,1562194,1482254,1034093,976623,287719,278056,17026,16156,119203,112566,4442,4285,99711,94568,1126057,1063837,341688,329576,33106,31446,158433,149465,11112,10561,547632,524791,458733,439678,34019,32744,19997,19171,6928,6541,2430,2362,25525,24295,481754,461568,47212,45308,28726,27532,14673,13887,4781,4616
R,3,2024,13,4173547,2140322,2033225,1523694,1443345,325170,313331,34953,33766,123917,117099,6789,6446,125799,119238,1639327,1552828,392456,377599,60146,57978,170855,161058,15857,14923,1578589,1495035,1046763,986823,293187,282063,17135,16529,117246,110910,4496,4278,99762,94432,1138852,1073879,347093,333491,33369,32153,156370,147526,11180,10531,561733,538190,476931,456522,31983,31268,17818,17237,6671,6189,2293,2168,26037,24806,500475,478949,45363,44108,26777,25825,14485,13532,4677,4392
